order_id,customer_id,product_id,order_date,order_amount
559,CUST0277,PROD0113,2024-04-15,553.55
560,CUST0768,PROD0539,2024-03-23,792.86
561,CUST0495,PROD0295,2024-03-18,622.2
562,CUST0276,PROD0328,2024-01-07,259.97
563,CUST0546,PROD0883,2024-07-04,211.87
564,CUST0411,PROD0203,2024-08-05,71.87
565,CUST0371,PROD0523,2024-06-07,718.02
566,CUST0789,PROD0727,2024-03-08,546.32
567,CUST0537,PROD0586,2024-08-16,166.91
568,CUST0433,PROD0544,2024-07-24,356.42
569,CUST0005,PROD0297,2024-04-26,507.73
570,CUST0862,PROD0015,2024-11-18,608.92
571,CUST0388,PROD0089,2024-11-26,529.87
572,CUST0468,PROD0351,2024-09-16,365.65
573,CUST0911,PROD0716,2024-09-13,670.73
574,CUST0651,PROD0731,2024-07-18,66.51
575,CUST0082,PROD0762,2024-10-26,97.59
576,CUST0427,PROD0429,2024-09-29,218.79
577,CUST0608,PROD0168,2024-12-03,745.86
578,CUST0485,PROD0694,2024-09-24,599.6
579,CUST0096,PROD0888,2024-02-18,727.47
580,CUST0177,PROD0822,2024-07-15,353.11
581,CUST0484,PROD0142,2024-03-18,477.38
582,CUST0692,PROD0634,2024-04-28,579.79
583,CUST0068,PROD0034,2024-11-22,790.58
584,CUST0124,PROD0983,2024-01-14,317.6
585,CUST0101,PROD0559,2024-08-13,294.97
586,CUST0785,PROD0535,2024-02-28,478.07
587,CUST0572,PROD0462,2024-06-10,96.25
588,CUST0153,PROD0825,2024-03-12,462.62
589,CUST0222,PROD0607,2024-12-11,122.92
590,CUST0610,PROD0908,2024-10-29,90.74
591,CUST0594,PROD0814,2024-06-12,691.57
592,CUST0880,PROD0321,2024-02-21,562.5
593,CUST0469,PROD0371,2024-03-26,460.61
594,CUST0521,PROD0725,2024-03-20,159.83
595,CUST0128,PROD0593,2024-10-25,490.94
596,CUST0922,PROD0956,2024-08-15,150.09
597,CUST0411,PROD0616,2024-01-15,463.92
598,CUST0654,PROD0812,2024-09-24,41.07
599,CUST0451,PROD0530,2024-11-04,133.96
600,CUST0628,PROD0674,2024-03-18,268.07
601,CUST0370,PROD0780,2024-10-08,78.35
602,CUST0038,PROD0308,2024-11-20,25.91
603,CUST0921,PROD0741,2024-05-02,248.34
604,CUST0354,PROD0860,2024-07-16,133.12
605,CUST0233,PROD0219,2024-03-08,454.97
606,CUST0065,PROD0502,2024-11-02,80.7
607,CUST0721,PROD0565,2024-12-13,738.78
608,CUST0733,PROD0617,2024-01-20,598.72
609,CUST0353,PROD0329,2024-01-31,687.89
610,CUST0810,PROD0291,2024-08-28,184.89
611,CUST0630,PROD0208,2024-09-26,367.41
612,CUST0057,PROD0784,2024-03-24,150.03
613,CUST0083,PROD0358,2024-02-17,145.9
614,CUST0491,PROD0649,2024-05-23,251.34
615,CUST0122,PROD0523,2024-01-14,545.01
616,CUST0290,PROD0539,2024-11-12,423.02
617,CUST0236,PROD0098,2024-12-08,467.43
618,CUST0429,PROD0260,2024-12-21,312.66
619,CUST0812,PROD0456,2024-11-12,354.4
620,CUST0724,PROD0561,2024-10-22,108.56
621,CUST0187,PROD0923,2024-11-24,706.93
622,CUST0221,PROD0912,2024-09-06,454.15
623,CUST0601,PROD0495,2024-11-11,736.91
624,CUST0219,PROD0172,2024-12-26,23.65
625,CUST0894,PROD0763,2024-10-13,622.54
626,CUST0018,PROD0521,2024-07-12,227.19
627,CUST0197,PROD0012,2024-02-05,424.53
628,CUST0109,PROD0474,2024-01-20,732.05
629,CUST0995,PROD0171,2024-07-02,638.84
630,CUST0409,PROD0691,2024-09-24,700.79
631,CUST0465,PROD0135,2024-04-29,659.07
632,CUST0614,PROD0392,2024-09-11,545.58
633,CUST0482,PROD0300,2024-07-31,623.43
634,CUST0353,PROD0423,2024-06-02,551.92
635,CUST0847,PROD0008,2024-02-16,72.78
636,CUST0195,PROD0174,2024-07-27,257.33
637,CUST0162,PROD0821,2024-12-03,509.53
638,CUST0235,PROD0015,2024-06-26,351.34
639,CUST0649,PROD0844,2024-09-22,170.12
640,CUST0247,PROD0673,2024-08-28,730.81
641,CUST0176,PROD0045,2024-08-15,684.75
642,CUST0888,PROD0561,2024-02-05,42.88
643,CUST0727,PROD0095,2024-04-16,303.24
644,CUST0841,PROD0851,2024-11-17,307.4
645,CUST0835,PROD0157,2024-03-29,532.31
646,CUST0697,PROD0272,2024-08-23,59.22
647,CUST0445,PROD0760,2024-06-03,377.98
648,CUST0803,PROD0380,2024-12-06,540.31
649,CUST0930,PROD0558,2024-12-22,373.29
650,CUST0618,PROD0488,2024-12-08,757.03
651,CUST0156,PROD0346,2024-11-24,108.63
652,CUST0670,PROD0171,2024-06-12,72.27
653,CUST0269,PROD0214,2024-05-03,225.64
654,CUST0375,PROD0717,2024-11-01,583.05
655,CUST0897,PROD0630,2024-09-17,408.88
656,CUST0063,PROD0043,2024-07-24,50.09
657,CUST0857,PROD0177,2024-10-05,462.86
658,CUST0590,PROD0712,2024-08-12,798.0
659,CUST0036,PROD0772,2024-09-12,776.16
660,CUST0337,PROD0047,2024-01-28,172.73
661,CUST0459,PROD0551,2024-01-26,256.52
662,CUST0504,PROD0130,2024-01-28,713.69
663,CUST0159,PROD0393,2024-08-04,521.02
664,CUST0996,PROD0424,2024-07-05,399.59
665,CUST0744,PROD0058,2024-08-20,98.74
666,CUST0175,PROD0434,2024-06-10,231.52
667,CUST0479,PROD0832,2024-05-02,240.77
668,CUST0671,PROD0149,2024-08-30,294.21
669,CUST0330,PROD0095,2024-03-22,561.01
670,CUST0596,PROD0891,2024-12-17,188.47
671,CUST0159,PROD0621,2024-08-10,280.47
672,CUST0404,PROD0281,2024-01-08,118.91
673,CUST0908,PROD0693,2024-02-24,184.97
674,CUST0967,PROD0998,2024-12-27,175.4
675,CUST0257,PROD0962,2024-10-04,79.49
676,CUST0198,PROD0312,2024-06-29,325.03
677,CUST0722,PROD0423,2024-09-06,397.36
678,CUST0504,PROD0468,2024-04-15,658.19
679,CUST0175,PROD0220,2024-11-09,494.59
680,CUST0892,PROD0532,2024-09-11,239.18
681,CUST0946,PROD0369,2024-03-15,513.62
682,CUST0376,PROD0292,2024-04-05,437.83
683,CUST0440,PROD0897,2024-03-05,295.74
684,CUST0553,PROD0438,2024-03-19,55.3
685,CUST0612,PROD0585,2024-09-18,720.0
686,CUST0515,PROD0459,2024-03-17,609.38
687,CUST0659,PROD0756,2024-05-09,510.41
688,CUST0167,PROD0026,2024-04-26,752.27
689,CUST0131,PROD0954,2024-07-10,138.1
690,CUST0150,PROD0531,2024-04-21,351.37
691,CUST0362,PROD0696,2024-05-12,598.69
692,CUST0075,PROD0073,2024-01-01,416.15
693,CUST0158,PROD0612,2024-12-19,507.68
694,CUST0480,PROD0635,2024-10-02,416.98
695,CUST0691,PROD0734,2024-11-26,317.1
696,CUST0859,PROD0634,2024-11-20,575.06
697,CUST0445,PROD0482,2024-09-14,473.78
698,CUST0423,PROD0091,2024-12-20,616.65
699,CUST0715,PROD0099,2024-07-26,40.96
700,CUST0671,PROD0740,2024-04-28,43.11
701,CUST0245,PROD0964,2024-11-16,192.54
702,CUST0776,PROD0042,2024-03-12,733.92
703,CUST0386,PROD0336,2024-07-21,112.59
704,CUST0920,PROD0214,2024-04-03,115.44
705,CUST0805,PROD0282,2024-11-27,348.08
706,CUST0368,PROD0876,2024-03-07,251.37
707,CUST0801,PROD0811,2024-06-14,676.37
708,CUST0988,PROD0451,2024-04-29,398.5
709,CUST0675,PROD0214,2024-04-30,323.52
710,CUST0260,PROD0049,2024-06-21,394.99
711,CUST0909,PROD0397,2024-09-20,651.77
712,CUST0458,PROD0931,2024-06-12,790.58
713,CUST0526,PROD0800,2024-06-14,510.54
714,CUST0326,PROD0837,2024-06-23,417.48
715,CUST0402,PROD0545,2024-12-15,118.39
716,CUST0743,PROD0992,2024-11-27,719.96
717,CUST0559,PROD0789,2024-09-04,663.67
718,CUST0086,PROD0709,2024-08-05,67.12
719,CUST0373,PROD0863,2024-02-07,265.32
720,CUST0862,PROD0474,2024-06-12,468.43
721,CUST0891,PROD0955,2024-09-30,101.47
722,CUST0318,PROD0246,2024-06-22,382.71
723,CUST0383,PROD0584,2024-10-06,56.99
724,CUST0171,PROD0022,2024-08-10,482.17
725,CUST0120,PROD0470,2024-06-11,45.36
726,CUST0764,PROD0315,2024-12-07,443.31
727,CUST0557,PROD0655,2024-03-25,511.1
728,CUST0050,PROD0939,2024-06-06,419.07
729,CUST0103,PROD0838,2024-02-18,28.83
730,CUST0501,PROD0443,2024-08-11,284.32
731,CUST0121,PROD0541,2024-01-13,492.61
732,CUST0975,PROD0502,2024-11-15,319.82
733,CUST0375,PROD0129,2024-02-22,627.15
734,CUST0118,PROD0099,2024-07-26,220.9
735,CUST0155,PROD0437,2024-08-21,740.29
736,CUST0590,PROD0239,2024-10-17,639.82
737,CUST0724,PROD0643,2024-02-24,48.5
738,CUST0674,PROD0501,2024-04-20,314.88
739,CUST0950,PROD0947,2024-07-23,503.61
740,CUST0059,PROD0005,2024-12-16,606.33
741,CUST0551,PROD0446,2024-04-12,394.22
742,CUST0467,PROD0763,2024-05-24,633.29
743,CUST0421,PROD0334,2024-08-26,107.3
744,CUST0428,PROD0016,2024-05-25,413.85
745,CUST0165,PROD0900,2024-02-11,714.44
746,CUST0884,PROD0447,2024-06-09,441.98
747,CUST0118,PROD0014,2024-07-23,603.83
748,CUST0599,PROD0257,2024-05-24,695.97
749,CUST0479,PROD0737,2024-02-03,701.74
750,CUST0403,PROD0567,2024-08-13,423.0
751,CUST0717,PROD0562,2024-02-01,30.88
752,CUST0483,PROD0686,2024-10-10,102.4
753,CUST0310,PROD0760,2024-02-09,233.07
754,CUST0624,PROD0886,2024-07-02,634.64
755,CUST0953,PROD0219,2024-01-08,103.4
756,CUST0633,PROD0742,2024-08-23,350.1
757,CUST0175,PROD0434,2024-10-24,173.95
758,CUST0555,PROD0877,2024-02-07,594.64
759,CUST0632,PROD0299,2024-08-12,597.16
760,CUST0753,PROD0088,2024-09-18,314.72
761,CUST0508,PROD0292,2024-12-16,39.86
762,CUST0262,PROD0091,2024-10-17,315.71
763,CUST0839,PROD0028,2024-08-25,434.89
764,CUST0420,PROD0520,2024-04-09,133.08
765,CUST0949,PROD0508,2024-12-24,672.72
766,CUST0618,PROD0129,2024-03-16,609.14
767,CUST0859,PROD0903,2024-09-24,320.24
768,CUST0140,PROD0219,2024-08-08,368.08
769,CUST0716,PROD0314,2024-01-29,581.64
770,CUST0836,PROD0403,2024-01-01,732.82
771,CUST0441,PROD0696,2024-05-17,598.85
772,CUST0721,PROD0980,2024-07-19,266.58
773,CUST0323,PROD0487,2024-10-23,256.14
774,CUST0929,PROD0188,2024-02-14,495.92
775,CUST0609,PROD0442,2024-10-14,184.76
776,CUST0068,PROD0807,2024-09-18,406.41
777,CUST0074,PROD0132,2024-11-26,649.27
778,CUST0766,PROD0920,2024-03-31,181.18
779,CUST0647,PROD0787,2024-11-06,219.95
780,CUST0550,PROD0476,2024-06-26,798.15
781,CUST0860,PROD0530,2024-02-20,792.97
782,CUST0990,PROD0274,2024-04-05,681.12
783,CUST0731,PROD0522,2024-08-20,396.89
784,CUST0625,PROD0453,2024-12-22,651.78
785,CUST0647,PROD0005,2024-03-25,656.07
786,CUST0461,PROD0692,2024-05-05,534.47
787,CUST0749,PROD0124,2024-01-24,684.05
788,CUST0318,PROD0096,2024-03-23,724.68
789,CUST0600,PROD0693,2024-04-07,791.86
790,CUST0785,PROD0516,2024-05-10,505.25
791,CUST0121,PROD0752,2024-11-27,162.12
792,CUST0477,PROD0919,2024-04-26,521.9
793,CUST0815,PROD0301,2024-02-17,319.49
794,CUST0803,PROD0172,2024-07-22,503.61
795,CUST0477,PROD0873,2024-09-21,572.03
796,CUST0856,PROD0173,2024-04-20,719.96
797,CUST0686,PROD0476,2024-07-14,663.43
798,CUST0454,PROD0171,2024-06-23,210.57
799,CUST0491,PROD0816,2024-02-13,797.84
800,CUST0935,PROD0541,2024-05-11,741.72
801,CUST0168,PROD0618,2024-09-23,504.85
802,CUST0999,PROD0243,2024-11-28,254.26
803,CUST0136,PROD0638,2024-01-02,318.8
804,CUST0844,PROD0148,2024-10-07,555.59
805,CUST0723,PROD0149,2024-11-14,196.17
806,CUST0094,PROD0649,2024-03-23,643.48
807,CUST0410,PROD0722,2024-02-03,102.57
808,CUST0422,PROD0915,2024-03-26,257.71
809,CUST0978,PROD0037,2024-10-22,479.92
810,CUST0726,PROD0354,2024-09-10,254.65
811,CUST0635,PROD0914,2024-12-18,179.52
812,CUST0198,PROD0527,2024-02-20,594.44
813,CUST0089,PROD0782,2024-05-09,118.41
814,CUST0490,PROD0706,2024-02-19,147.23
815,CUST0318,PROD0681,2024-03-04,245.93
816,CUST0670,PROD0214,2024-09-15,384.7
817,CUST0151,PROD0629,2024-12-13,378.62
818,CUST0528,PROD0607,2024-06-20,472.71
819,CUST0304,PROD0768,2024-01-18,654.2
820,CUST0530,PROD0670,2024-10-05,683.68
821,CUST0551,PROD0587,2024-11-04,725.18
822,CUST0144,PROD0139,2024-05-26,204.02
823,CUST0085,PROD0683,2024-07-12,491.45
824,CUST0924,PROD0399,2024-11-25,719.92
825,CUST0751,PROD0186,2024-08-05,795.09
826,CUST0391,PROD0716,2024-07-12,669.51
827,CUST0048,PROD0917,2024-06-19,376.42
828,CUST0908,PROD0336,2024-12-14,243.42
829,CUST0472,PROD0236,2024-07-15,583.63
830,CUST0153,PROD0513,2024-08-31,181.49
831,CUST0586,PROD0715,2024-09-29,715.63
832,CUST0527,PROD0481,2024-08-23,334.49
833,CUST0523,PROD0691,2024-08-06,536.15
834,CUST0599,PROD0821,2024-10-20,509.29
835,CUST0025,PROD0421,2024-01-07,420.19
836,CUST0126,PROD0988,2024-05-07,26.49
837,CUST0536,PROD0321,2024-06-13,121.9
838,CUST0735,PROD0125,2024-09-29,20.56
839,CUST0144,PROD0319,2024-02-27,305.87
840,CUST0258,PROD0170,2024-03-11,785.27
841,CUST0749,PROD0648,2024-03-01,27.81
842,CUST0983,PROD0010,2024-08-31,292.22
843,CUST0306,PROD0836,2024-03-19,690.18
844,CUST0528,PROD0812,2024-12-08,583.77
845,CUST0668,PROD0757,2024-06-12,445.75
846,CUST0069,PROD0062,2024-08-25,462.93
847,CUST0784,PROD0412,2024-12-20,39.96
848,CUST0631,PROD0562,2024-01-01,410.21
849,CUST0594,PROD0438,2024-02-14,142.18
850,CUST0600,PROD0190,2024-10-04,234.51
851,CUST0131,PROD0055,2024-03-01,659.1
852,CUST0995,PROD0313,2024-07-02,362.32
853,CUST0477,PROD0991,2024-05-11,262.37
854,CUST0826,PROD0251,2024-08-30,754.9
855,CUST0977,PROD0012,2024-07-02,436.45
856,CUST0406,PROD0247,2024-04-24,714.86
857,CUST0942,PROD0113,2024-05-22,242.63
858,CUST0215,PROD0417,2024-01-30,750.85
859,CUST0279,PROD0919,2024-06-06,172.19
860,CUST0822,PROD0846,2024-08-25,586.22
861,CUST0870,PROD0576,2024-03-11,616.62
862,CUST0752,PROD0856,2024-09-28,268.68
863,CUST0565,PROD0934,2024-03-12,458.44
864,CUST0878,PROD0324,2024-07-14,49.33
865,CUST0948,PROD0673,2024-03-24,390.08
866,CUST0068,PROD0569,2024-07-05,684.51
867,CUST0072,PROD0195,2024-08-20,753.63
868,CUST0784,PROD0108,2024-04-27,714.91
869,CUST0866,PROD0881,2024-01-15,238.04
870,CUST0244,PROD0515,2024-10-13,685.37
871,CUST0951,PROD0434,2024-01-04,302.5
872,CUST0586,PROD0720,2024-02-10,453.92
873,CUST0889,PROD0977,2024-10-10,578.0
874,CUST0868,PROD0345,2024-12-30,664.66
875,CUST0311,PROD0730,2024-05-02,521.31
876,CUST0797,PROD0966,2024-02-13,531.42
877,CUST0034,PROD0840,2024-10-25,291.54
878,CUST0016,PROD0252,2024-12-11,374.13
879,CUST0674,PROD0794,2024-06-23,265.63
880,CUST0016,PROD0754,2024-05-17,467.73
881,CUST0129,PROD0698,2024-08-31,693.08
882,CUST0242,PROD0695,2024-09-12,731.04
883,CUST0370,PROD0265,2024-11-15,667.44
884,CUST0764,PROD0023,2024-05-06,703.04
885,CUST0665,PROD0937,2024-11-15,721.65
886,CUST0264,PROD0045,2024-05-01,351.87
887,CUST0021,PROD0949,2024-03-05,775.17
888,CUST0495,PROD0678,2024-01-09,344.98
889,CUST0952,PROD0763,2024-11-14,490.85
890,CUST0674,PROD0796,2024-01-29,204.81
891,CUST0152,PROD0555,2024-04-17,52.7
892,CUST0806,PROD0732,2024-12-20,320.5
893,CUST0305,PROD0868,2024-05-25,162.94
894,CUST0706,PROD0783,2024-11-08,467.67
895,CUST0713,PROD0632,2024-06-13,457.16
896,CUST0628,PROD0890,2024-04-28,183.16
897,CUST0251,PROD0734,2024-02-22,509.22
898,CUST0463,PROD0111,2024-10-31,747.97
899,CUST0186,PROD0976,2024-04-19,155.42
900,CUST0201,PROD0956,2024-01-29,300.41
901,CUST0683,PROD0234,2024-11-14,49.12
902,CUST0990,PROD0364,2024-09-14,768.44
903,CUST0768,PROD0093,2024-04-04,572.79
904,CUST0646,PROD0399,2024-06-14,740.55
905,CUST0385,PROD0428,2024-09-07,360.05
906,CUST0362,PROD0319,2024-06-21,550.02
907,CUST0084,PROD0765,2024-07-11,251.38
908,CUST0995,PROD0623,2024-06-13,176.96
909,CUST0780,PROD0912,2024-08-27,759.32
910,CUST0457,PROD0537,2024-05-17,609.95
911,CUST0480,PROD0113,2024-06-17,721.76
912,CUST0799,PROD0434,2024-07-24,81.61
913,CUST0407,PROD0132,2024-03-13,73.39
914,CUST0875,PROD0238,2024-08-03,619.51
915,CUST0500,PROD0123,2024-10-16,631.74
916,CUST0376,PROD0905,2024-04-18,604.47
917,CUST0411,PROD0920,2024-12-15,487.14
918,CUST0790,PROD0940,2024-12-28,767.97
919,CUST0600,PROD0934,2024-10-22,514.0
920,CUST0498,PROD0748,2024-01-05,111.38
921,CUST0906,PROD0751,2024-09-30,39.5
922,CUST0089,PROD0061,2024-12-16,238.86
923,CUST0447,PROD0406,2024-07-30,496.58
924,CUST0099,PROD0967,2024-11-27,757.99
925,CUST0444,PROD0727,2024-02-22,600.45
926,CUST0336,PROD0567,2024-08-22,299.84
927,CUST0401,PROD0289,2024-12-26,346.85
928,CUST0221,PROD0167,2024-09-22,308.82
929,CUST0137,PROD0755,2024-09-11,421.84
930,CUST0952,PROD0811,2024-01-10,458.2
931,CUST0273,PROD0157,2024-01-30,504.2
932,CUST0933,PROD0711,2024-07-21,554.41
933,CUST0340,PROD0337,2024-06-01,774.49
934,CUST0417,PROD0393,2024-11-03,154.56
935,CUST0381,PROD0165,2024-12-09,465.41
936,CUST0684,PROD0458,2024-01-04,64.81
937,CUST0550,PROD0204,2024-10-11,140.04
938,CUST0074,PROD0462,2024-01-27,217.12
939,CUST0250,PROD0392,2024-04-26,649.34
940,CUST0524,PROD0136,2024-08-08,57.4
941,CUST0943,PROD0401,2024-07-30,247.36
942,CUST0896,PROD0746,2024-07-14,113.09
943,CUST0482,PROD0166,2024-04-04,225.77
944,CUST0534,PROD0835,2024-08-21,484.75
945,CUST0925,PROD0114,2024-03-22,118.11
946,CUST0827,PROD0320,2024-05-12,565.93
947,CUST0974,PROD0515,2024-11-29,351.58
948,CUST0761,PROD0146,2024-05-16,512.84
949,CUST0684,PROD0288,2024-07-02,708.83
950,CUST0806,PROD0680,2024-10-25,343.13
951,CUST0819,PROD0664,2024-03-07,192.96
952,CUST0145,PROD0063,2024-08-01,110.32
953,CUST0863,PROD0044,2024-06-03,590.97
954,CUST0670,PROD0392,2024-08-22,404.76
955,CUST0736,PROD0272,2024-08-18,625.61
956,CUST0586,PROD0354,2024-01-14,777.1
957,CUST0601,PROD0740,2024-11-08,529.47
958,CUST0696,PROD0813,2024-11-12,370.14
959,CUST0967,PROD0271,2024-06-23,586.58
960,CUST0316,PROD0689,2024-06-07,610.35
961,CUST0184,PROD0074,2024-07-30,130.48
962,CUST0202,PROD0775,2024-09-23,74.45
963,CUST0638,PROD0333,2024-06-03,567.79
964,CUST0938,PROD0223,2024-07-13,543.67
965,CUST0707,PROD0686,2024-10-06,698.54
966,CUST0362,PROD0477,2024-09-03,568.03
967,CUST0986,PROD0476,2024-04-16,45.85
968,CUST0329,PROD0270,2024-10-15,289.09
969,CUST0733,PROD0554,2024-09-20,433.78
970,CUST0938,PROD0408,2024-01-04,631.76
971,CUST0618,PROD0582,2024-03-10,789.4
972,CUST0760,PROD0950,2024-04-29,93.08
973,CUST0368,PROD0896,2024-08-14,562.7
974,CUST0481,PROD0722,2024-09-06,371.01
975,CUST0936,PROD0173,2024-09-02,208.03
976,CUST0920,PROD0830,2024-11-21,710.83
977,CUST0045,PROD0337,2024-12-15,278.02
978,CUST0712,PROD0113,2024-03-08,53.78
979,CUST0920,PROD0635,2024-02-05,516.15
980,CUST0604,PROD0453,2024-07-25,579.51
981,CUST0221,PROD0075,2024-09-04,79.64
982,CUST0423,PROD0301,2024-12-22,227.91
983,CUST0825,PROD0856,2024-12-25,544.33
984,CUST0670,PROD0773,2024-12-07,634.44
985,CUST0419,PROD0547,2024-08-05,619.92
986,CUST0306,PROD0663,2024-05-10,651.94
987,CUST0151,PROD0565,2024-03-22,777.35
988,CUST0643,PROD0149,2024-12-28,70.6
989,CUST0493,PROD0440,2024-12-25,732.96
990,CUST0891,PROD0084,2024-06-19,61.68
991,CUST0215,PROD0111,2024-11-22,133.45
992,CUST0031,PROD0381,2024-10-02,32.89
993,CUST0229,PROD0386,2024-03-08,593.56
994,CUST0729,PROD0895,2024-07-30,65.02
995,CUST0092,PROD0225,2024-08-21,434.54
996,CUST0230,PROD0697,2024-04-22,175.76
997,CUST0197,PROD0758,2024-06-29,347.49
998,CUST0857,PROD0494,2024-11-24,249.74
999,CUST0823,PROD0030,2024-08-27,628.17
1000,CUST0933,PROD0236,2024-05-06,56.34
