sale_id,customer_id,product_id,store_id,sale_amount
607,CUST0676,PROD0326,STORE094,70.55
608,CUST0505,PROD0021,STORE099,64.11
609,CUST0247,PROD0176,STORE058,486.86
610,CUST0828,PROD0072,STORE081,88.89
611,CUST0031,PROD0268,STORE063,373.59
612,CUST0370,PROD0851,STORE082,312.94
613,CUST0417,PROD0441,STORE018,320.56
614,CUST0173,PROD0600,STORE100,232.28
615,CUST0999,PROD0645,STORE003,91.03
616,CUST0706,PROD0443,STORE022,328.79
617,CUST0303,PROD0426,STORE065,380.11
618,CUST0836,PROD0887,STORE096,335.14
619,CUST0067,PROD0067,STORE029,108.0
620,CUST0953,PROD0464,STORE033,268.59
621,CUST0551,PROD0189,STORE084,474.68
622,CUST0219,PROD0234,STORE091,228.13
623,CUST0369,PROD0678,STORE023,234.36
624,CUST0270,PROD0904,STORE012,220.19
625,CUST0721,PROD0421,STORE033,465.78
626,CUST0545,PROD0247,STORE095,485.99
627,CUST0160,PROD0637,STORE072,381.66
628,CUST0069,PROD0225,STORE005,269.19
629,CUST0448,PROD0133,STORE031,118.0
630,CUST0597,PROD0792,STORE053,489.97
631,CUST0323,PROD0597,STORE004,131.88
632,CUST0274,PROD0653,STORE032,199.52
633,CUST0367,PROD0356,STORE089,363.96
634,CUST0019,PROD0937,STORE012,146.16
635,CUST0082,PROD0611,STORE009,205.98
636,CUST0048,PROD0043,STORE007,212.9
637,CUST0737,PROD0276,STORE032,254.73
638,CUST0099,PROD0172,STORE099,130.48
639,CUST0159,PROD0942,STORE033,153.91
640,CUST0215,PROD0594,STORE057,479.32
641,CUST0466,PROD0003,STORE016,109.35
642,CUST0994,PROD0149,STORE074,80.6
643,CUST0944,PROD0575,STORE045,135.47
644,CUST0398,PROD0655,STORE033,297.29
645,CUST0193,PROD0401,STORE006,335.7
646,CUST0549,PROD0767,STORE002,123.71
647,CUST0366,PROD0355,STORE004,292.82
648,CUST0686,PROD0869,STORE094,119.28
649,CUST0808,PROD0400,STORE074,78.18
650,CUST0011,PROD0676,STORE085,13.94
651,CUST0790,PROD0949,STORE075,135.91
652,CUST0060,PROD0949,STORE028,229.03
653,CUST0769,PROD0806,STORE055,198.09
654,CUST0138,PROD0742,STORE034,69.9
655,CUST0199,PROD0243,STORE065,283.23
656,CUST0544,PROD0708,STORE075,405.01
657,CUST0189,PROD0113,STORE021,171.96
658,CUST0038,PROD0778,STORE100,401.95
659,CUST0997,PROD0952,STORE094,366.32
660,CUST0357,PROD0967,STORE057,315.19
661,CUST0398,PROD0498,STORE034,248.75
662,CUST0102,PROD0690,STORE034,234.76
663,CUST0931,PROD0929,STORE097,178.59
664,CUST0970,PROD0898,STORE070,326.57
665,CUST0283,PROD0831,STORE025,54.15
666,CUST0727,PROD0998,STORE088,286.52
667,CUST0036,PROD0485,STORE068,265.55
668,CUST0961,PROD0093,STORE014,133.01
669,CUST0043,PROD0604,STORE067,90.42
670,CUST0064,PROD0191,STORE045,258.22
671,CUST0392,PROD0176,STORE095,346.63
672,CUST0859,PROD0953,STORE006,54.11
673,CUST0486,PROD0678,STORE049,459.8
674,CUST0089,PROD0595,STORE062,88.07
675,CUST0481,PROD0187,STORE019,169.41
676,CUST0221,PROD0720,STORE097,381.38
677,CUST0485,PROD0976,STORE070,148.61
678,CUST0951,PROD0907,STORE075,227.34
679,CUST0716,PROD0614,STORE020,225.05
680,CUST0328,PROD0390,STORE094,350.08
681,CUST0600,PROD0302,STORE076,211.36
682,CUST0350,PROD0460,STORE067,438.9
683,CUST0647,PROD0180,STORE062,87.55
684,CUST0490,PROD0926,STORE091,381.95
685,CUST0934,PROD0931,STORE074,249.75
686,CUST0172,PROD0093,STORE069,267.94
687,CUST0575,PROD0299,STORE099,465.63
688,CUST0143,PROD0178,STORE001,77.52
689,CUST0611,PROD0641,STORE040,175.28
690,CUST0881,PROD0675,STORE014,224.41
691,CUST0038,PROD0617,STORE030,291.96
692,CUST0231,PROD0349,STORE034,66.05
693,CUST0806,PROD0616,STORE072,338.96
694,CUST0748,PROD0244,STORE039,383.25
695,CUST0881,PROD0586,STORE014,295.57
696,CUST0465,PROD0346,STORE080,95.45
697,CUST0983,PROD0124,STORE080,189.13
698,CUST0752,PROD0117,STORE023,388.85
699,CUST0742,PROD0422,STORE018,367.4
700,CUST0483,PROD0618,STORE025,202.19
701,CUST0889,PROD0496,STORE027,179.07
702,CUST0469,PROD0212,STORE063,97.54
703,CUST0907,PROD0504,STORE063,258.72
704,CUST0913,PROD0393,STORE018,433.02
705,CUST0767,PROD0904,STORE089,230.36
706,CUST0987,PROD0071,STORE022,115.34
707,CUST0356,PROD0791,STORE089,364.1
708,CUST0339,PROD0224,STORE092,397.96
709,CUST0426,PROD0412,STORE071,210.18
710,CUST0453,PROD0544,STORE061,265.56
711,CUST0096,PROD0861,STORE019,98.47
712,CUST0433,PROD0031,STORE039,80.05
713,CUST0956,PROD0329,STORE064,459.12
714,CUST0648,PROD0870,STORE048,152.81
715,CUST0920,PROD0396,STORE022,260.93
716,CUST0098,PROD0910,STORE093,408.01
717,CUST0078,PROD0677,STORE062,147.62
718,CUST0235,PROD0089,STORE004,435.85
719,CUST0315,PROD0521,STORE002,230.32
720,CUST0020,PROD0587,STORE001,418.38
721,CUST0695,PROD0885,STORE032,305.26
722,CUST0730,PROD0212,STORE028,432.64
723,CUST0248,PROD0997,STORE001,362.91
724,CUST0107,PROD0030,STORE031,221.5
725,CUST0982,PROD0936,STORE076,85.45
726,CUST0662,PROD0385,STORE078,266.84
727,CUST0546,PROD0907,STORE068,14.78
728,CUST0792,PROD0086,STORE001,274.93
729,CUST0469,PROD0274,STORE010,128.44
730,CUST0458,PROD0304,STORE047,267.39
731,CUST0988,PROD0021,STORE016,371.15
732,CUST0705,PROD0445,STORE035,204.71
733,CUST0946,PROD0209,STORE068,426.36
734,CUST0370,PROD0854,STORE091,40.84
735,CUST0404,PROD0874,STORE079,372.61
736,CUST0904,PROD0086,STORE066,166.49
737,CUST0067,PROD0374,STORE059,74.88
738,CUST0613,PROD0974,STORE093,213.13
739,CUST0462,PROD0145,STORE027,275.51
740,CUST0985,PROD0666,STORE093,380.78
741,CUST0003,PROD0192,STORE056,22.43
742,CUST0591,PROD0109,STORE063,218.5
743,CUST0819,PROD0732,STORE100,107.89
744,CUST0798,PROD0695,STORE068,162.84
745,CUST0969,PROD0788,STORE038,43.59
746,CUST0594,PROD0054,STORE023,212.96
747,CUST0189,PROD0134,STORE041,47.27
748,CUST0160,PROD0396,STORE020,19.59
749,CUST0272,PROD0825,STORE033,491.53
750,CUST0435,PROD0129,STORE016,403.4
751,CUST0203,PROD0794,STORE053,159.22
752,CUST0200,PROD0213,STORE095,429.62
753,CUST0169,PROD0012,STORE053,410.01
754,CUST0100,PROD0959,STORE012,143.73
755,CUST0724,PROD0664,STORE057,252.71
756,CUST0810,PROD0354,STORE028,38.19
757,CUST0977,PROD0949,STORE040,132.1
758,CUST0627,PROD0487,STORE040,390.97
759,CUST0202,PROD0884,STORE002,59.6
760,CUST0594,PROD0060,STORE021,107.78
761,CUST0510,PROD0055,STORE012,293.87
762,CUST0682,PROD0532,STORE070,252.67
763,CUST0579,PROD0281,STORE009,215.28
764,CUST0430,PROD0687,STORE029,396.95
765,CUST0184,PROD0341,STORE006,474.01
766,CUST0657,PROD0026,STORE093,136.82
767,CUST0882,PROD0373,STORE080,356.36
768,CUST0626,PROD0855,STORE048,387.98
769,CUST0683,PROD0913,STORE027,186.58
770,CUST0527,PROD0336,STORE051,326.73
771,CUST0500,PROD0827,STORE064,190.01
772,CUST0755,PROD0152,STORE081,320.12
773,CUST0601,PROD0976,STORE092,162.87
774,CUST0785,PROD0631,STORE048,479.19
775,CUST0340,PROD0849,STORE080,238.18
776,CUST0915,PROD0572,STORE033,79.9
777,CUST0077,PROD0731,STORE039,86.04
778,CUST0426,PROD0928,STORE015,83.48
779,CUST0269,PROD0763,STORE036,62.6
780,CUST0982,PROD0330,STORE069,261.76
781,CUST0102,PROD0705,STORE066,313.51
782,CUST0757,PROD0638,STORE021,142.33
783,CUST0615,PROD0109,STORE041,21.6
784,CUST0138,PROD0002,STORE013,361.43
785,CUST0034,PROD0523,STORE075,389.62
786,CUST0474,PROD0680,STORE015,98.29
787,CUST0810,PROD0463,STORE068,391.79
788,CUST0853,PROD0687,STORE054,401.1
789,CUST0339,PROD0748,STORE040,195.06
790,CUST0980,PROD0813,STORE082,333.01
791,CUST0067,PROD0622,STORE002,52.18
792,CUST0513,PROD0496,STORE020,200.1
793,CUST0576,PROD0261,STORE089,99.24
794,CUST0450,PROD0873,STORE051,227.24
795,CUST0716,PROD0759,STORE078,403.71
796,CUST0931,PROD0915,STORE085,265.94
797,CUST0413,PROD0324,STORE006,464.15
798,CUST0227,PROD0976,STORE032,231.1
799,CUST0116,PROD0841,STORE096,467.69
800,CUST0811,PROD0335,STORE067,477.71
801,CUST0959,PROD0972,STORE051,317.02
802,CUST0722,PROD0610,STORE064,496.31
803,CUST0915,PROD0130,STORE043,255.36
804,CUST0470,PROD0618,STORE027,231.57
805,CUST0297,PROD0766,STORE065,370.63
806,CUST0249,PROD0338,STORE060,325.27
807,CUST0693,PROD0130,STORE090,474.55
808,CUST0912,PROD0499,STORE085,428.38
809,CUST0784,PROD0187,STORE068,41.91
810,CUST0085,PROD0926,STORE093,130.15
811,CUST0143,PROD0214,STORE026,41.34
812,CUST0988,PROD0924,STORE086,485.42
813,CUST0480,PROD0007,STORE098,142.31
814,CUST0097,PROD0146,STORE020,426.5
815,CUST0132,PROD0029,STORE036,127.82
816,CUST0576,PROD0274,STORE019,272.27
817,CUST0208,PROD0331,STORE015,239.64
818,CUST0738,PROD0631,STORE040,83.83
819,CUST0778,PROD0829,STORE032,273.27
820,CUST0851,PROD0704,STORE085,14.07
821,CUST0967,PROD0070,STORE065,437.01
822,CUST0919,PROD0445,STORE010,40.92
823,CUST0937,PROD0457,STORE043,263.85
824,CUST0440,PROD0703,STORE033,258.52
825,CUST0884,PROD0552,STORE008,179.95
826,CUST0675,PROD0042,STORE010,163.93
827,CUST0693,PROD0557,STORE014,65.7
828,CUST0399,PROD0605,STORE061,190.07
829,CUST0797,PROD0274,STORE020,458.24
830,CUST0198,PROD0329,STORE002,362.42
831,CUST0750,PROD0074,STORE082,205.44
832,CUST0760,PROD0361,STORE054,456.81
833,CUST0295,PROD0666,STORE015,231.69
834,CUST0232,PROD0833,STORE091,48.23
835,CUST0872,PROD0345,STORE032,246.67
836,CUST0454,PROD0446,STORE073,385.21
837,CUST0996,PROD0884,STORE046,390.26
838,CUST0990,PROD0184,STORE035,12.26
839,CUST0916,PROD0692,STORE083,392.26
840,CUST0707,PROD0074,STORE087,363.27
841,CUST0729,PROD0805,STORE072,341.02
842,CUST0167,PROD0240,STORE048,222.25
843,CUST0731,PROD0915,STORE066,446.9
844,CUST0411,PROD0438,STORE091,315.0
845,CUST0369,PROD0173,STORE047,56.38
846,CUST0226,PROD0446,STORE073,240.79
847,CUST0496,PROD0743,STORE044,231.95
848,CUST0945,PROD0163,STORE003,150.46
849,CUST0284,PROD0187,STORE085,66.97
850,CUST0682,PROD0797,STORE046,265.3
851,CUST0704,PROD0742,STORE077,192.04
852,CUST0501,PROD0888,STORE010,422.71
853,CUST0222,PROD0780,STORE023,349.32
854,CUST0111,PROD0791,STORE076,120.39
855,CUST0316,PROD0985,STORE047,353.27
856,CUST0475,PROD0009,STORE006,128.64
857,CUST0449,PROD0740,STORE055,487.86
858,CUST0084,PROD0061,STORE044,185.4
859,CUST0690,PROD0146,STORE011,112.64
860,CUST0306,PROD0848,STORE035,212.01
861,CUST0574,PROD0709,STORE013,16.25
862,CUST0514,PROD0696,STORE016,286.86
863,CUST0684,PROD0867,STORE067,83.18
864,CUST0576,PROD0625,STORE062,198.47
865,CUST0158,PROD0014,STORE092,54.49
866,CUST0707,PROD0506,STORE012,189.64
867,CUST0356,PROD0969,STORE034,331.6
868,CUST0122,PROD0041,STORE020,441.23
869,CUST0163,PROD0300,STORE025,149.46
870,CUST0269,PROD0846,STORE015,358.57
871,CUST0196,PROD0517,STORE073,412.96
872,CUST0192,PROD0756,STORE100,398.62
873,CUST0940,PROD0295,STORE015,189.01
874,CUST0281,PROD0184,STORE051,30.18
875,CUST0018,PROD0154,STORE097,325.46
876,CUST0922,PROD0798,STORE036,389.16
877,CUST0363,PROD0220,STORE093,57.93
878,CUST0486,PROD0819,STORE030,307.19
879,CUST0285,PROD0267,STORE007,81.53
880,CUST0907,PROD0357,STORE097,318.5
881,CUST0557,PROD0475,STORE099,69.36
882,CUST0234,PROD0138,STORE082,198.39
883,CUST0570,PROD0355,STORE059,233.15
884,CUST0186,PROD0374,STORE053,485.82
885,CUST0735,PROD0704,STORE041,469.77
886,CUST0562,PROD0822,STORE042,178.28
887,CUST0162,PROD0759,STORE024,74.36
888,CUST0639,PROD0521,STORE100,57.22
889,CUST0043,PROD0400,STORE041,235.78
890,CUST0071,PROD0488,STORE086,174.83
891,CUST0463,PROD0155,STORE097,58.65
892,CUST0015,PROD0730,STORE061,499.57
893,CUST0562,PROD0575,STORE015,396.33
894,CUST0342,PROD0362,STORE096,218.13
895,CUST0685,PROD0394,STORE086,88.78
896,CUST0753,PROD0651,STORE073,330.61
897,CUST0409,PROD0129,STORE029,399.99
898,CUST0249,PROD0732,STORE098,28.11
899,CUST0989,PROD0490,STORE081,151.57
900,CUST0214,PROD0084,STORE018,177.18
901,CUST0549,PROD0886,STORE055,104.28
902,CUST0337,PROD0839,STORE011,267.79
903,CUST0929,PROD0481,STORE052,340.93
904,CUST0245,PROD0528,STORE075,44.75
905,CUST0593,PROD0035,STORE004,264.47
906,CUST0912,PROD0957,STORE002,261.79
907,CUST0177,PROD0337,STORE021,83.18
908,CUST0911,PROD0677,STORE071,83.08
909,CUST0515,PROD0198,STORE003,271.53
910,CUST0911,PROD0921,STORE062,395.8
911,CUST0805,PROD0038,STORE091,163.13
912,CUST0884,PROD0251,STORE068,87.7
913,CUST0840,PROD0968,STORE091,10.55
914,CUST0202,PROD0252,STORE046,149.93
915,CUST0119,PROD0308,STORE052,80.78
916,CUST0379,PROD0803,STORE011,294.8
917,CUST0720,PROD0196,STORE070,499.68
918,CUST0276,PROD0916,STORE009,143.39
919,CUST0798,PROD0976,STORE022,83.18
920,CUST0789,PROD0453,STORE095,68.91
921,CUST0976,PROD0802,STORE006,25.07
922,CUST0086,PROD0553,STORE064,422.37
923,CUST0314,PROD0738,STORE071,111.84
924,CUST0397,PROD0935,STORE094,192.75
925,CUST0045,PROD0001,STORE057,345.77
926,CUST0097,PROD0675,STORE046,64.3
927,CUST0330,PROD0324,STORE074,427.97
928,CUST0542,PROD0014,STORE037,271.66
929,CUST0163,PROD0043,STORE023,456.5
930,CUST0233,PROD0127,STORE097,478.17
931,CUST0510,PROD0712,STORE034,367.41
932,CUST0291,PROD0844,STORE070,81.81
933,CUST0065,PROD0811,STORE021,37.15
934,CUST0013,PROD0753,STORE009,142.43
935,CUST0277,PROD0487,STORE057,165.2
936,CUST0347,PROD0448,STORE071,119.35
937,CUST0949,PROD0480,STORE093,258.42
938,CUST0242,PROD0137,STORE004,371.47
939,CUST0561,PROD0956,STORE044,264.75
940,CUST0435,PROD0692,STORE004,411.78
941,CUST0599,PROD0996,STORE062,334.38
942,CUST0377,PROD0058,STORE050,424.33
943,CUST0904,PROD0709,STORE095,139.87
944,CUST0463,PROD0265,STORE009,370.6
945,CUST0202,PROD0478,STORE079,184.15
946,CUST0159,PROD0499,STORE021,178.61
947,CUST0272,PROD0416,STORE048,136.17
948,CUST0446,PROD0708,STORE081,357.65
949,CUST0376,PROD0063,STORE040,149.18
950,CUST0461,PROD0133,STORE017,342.99
951,CUST0925,PROD0045,STORE033,283.74
952,CUST0704,PROD0198,STORE025,172.69
953,CUST0994,PROD0529,STORE064,341.68
954,CUST0265,PROD0699,STORE009,384.36
955,CUST0894,PROD0719,STORE055,59.33
956,CUST0494,PROD0857,STORE037,380.83
957,CUST0784,PROD0643,STORE095,29.46
958,CUST0699,PROD0965,STORE027,340.95
959,CUST0662,PROD0621,STORE062,123.64
960,CUST0716,PROD0944,STORE082,330.67
961,CUST0787,PROD0472,STORE092,73.8
962,CUST0470,PROD0384,STORE054,94.31
963,CUST0815,PROD0225,STORE094,84.71
964,CUST0181,PROD0814,STORE012,95.1
965,CUST0462,PROD0676,STORE087,113.39
966,CUST0273,PROD0803,STORE030,299.75
967,CUST0497,PROD0240,STORE046,438.86
968,CUST0598,PROD0626,STORE009,391.06
969,CUST0225,PROD0875,STORE072,357.0
970,CUST0023,PROD0226,STORE040,268.64
971,CUST0122,PROD0742,STORE092,241.97
972,CUST0690,PROD0603,STORE029,439.9
973,CUST0820,PROD0300,STORE010,206.01
974,CUST0557,PROD0352,STORE087,336.17
975,CUST0708,PROD0441,STORE001,95.5
976,CUST0570,PROD0542,STORE023,278.39
977,CUST0780,PROD0602,STORE096,230.01
978,CUST0557,PROD0297,STORE039,240.12
979,CUST0929,PROD0423,STORE023,450.13
980,CUST0524,PROD0530,STORE038,492.51
981,CUST0484,PROD0208,STORE028,62.89
982,CUST0135,PROD0753,STORE086,209.97
983,CUST0058,PROD0910,STORE011,425.39
984,CUST0918,PROD0064,STORE049,140.76
985,CUST0830,PROD0925,STORE004,461.76
986,CUST0921,PROD0501,STORE004,325.03
987,CUST0817,PROD0376,STORE023,74.65
988,CUST0776,PROD0566,STORE088,430.85
989,CUST0738,PROD0126,STORE096,433.22
990,CUST0783,PROD0524,STORE021,356.41
991,CUST0028,PROD0248,STORE056,434.45
992,CUST0377,PROD0648,STORE046,129.55
993,CUST0708,PROD0095,STORE039,55.38
994,CUST0952,PROD0701,STORE058,360.47
995,CUST0331,PROD0769,STORE036,20.08
996,CUST0530,PROD0423,STORE096,121.42
997,CUST0322,PROD0095,STORE056,481.6
998,CUST0996,PROD0104,STORE091,145.93
999,CUST0581,PROD0509,STORE014,248.72
1000,CUST0274,PROD0728,STORE010,205.04
