device_id,store_id,product_id,quantity_on_hand,log_timestamp
DEV0537,STORE093,PROD0802,265,2024-12-04
DEV0538,STORE037,PROD0815,98,2024-05-31
DEV0539,STORE085,PROD0932,151,2024-08-10
DEV0540,STORE089,PROD0105,97,2024-04-29
DEV0541,STORE078,PROD0642,493,2024-04-27
DEV0542,STORE069,PROD0028,3,2024-04-13
DEV0543,STORE089,PROD0454,277,2024-02-17
DEV0544,STORE068,PROD0772,29,2024-07-19
DEV0545,STORE049,PROD0604,350,2024-09-27
DEV0546,STORE080,PROD0503,412,2024-07-30
DEV0547,STORE003,PROD0430,242,2024-05-23
DEV0548,STORE097,PROD0922,188,2024-04-16
DEV0549,STORE068,PROD0742,445,2024-07-18
DEV0550,STORE071,PROD0195,100,2024-11-26
DEV0551,STORE022,PROD0652,109,2024-07-07
DEV0552,STORE058,PROD0901,255,2024-11-02
DEV0553,STORE068,PROD0255,366,2024-05-15
DEV0554,STORE083,PROD0479,281,2024-12-09
DEV0555,STORE066,PROD0413,231,2024-12-10
DEV0556,STORE069,PROD0427,33,2024-01-05
DEV0557,STORE060,PROD0153,92,2024-08-10
DEV0558,STORE024,PROD0986,209,2024-06-09
DEV0559,STORE048,PROD0639,198,2024-12-21
DEV0560,STORE082,PROD0989,300,2024-12-08
DEV0561,STORE075,PROD0938,124,2024-09-05
DEV0562,STORE049,PROD0243,338,2024-11-30
DEV0563,STORE037,PROD0001,299,2024-11-22
DEV0564,STORE084,PROD0551,152,2024-02-25
DEV0565,STORE019,PROD0105,318,2024-08-11
DEV0566,STORE037,PROD0618,164,2024-09-21
DEV0567,STORE021,PROD0239,488,2024-04-10
DEV0568,STORE100,PROD0556,210,2024-05-02
DEV0569,STORE055,PROD0850,374,2024-07-19
DEV0570,STORE042,PROD0257,82,2024-07-04
DEV0571,STORE093,PROD0191,459,2024-10-20
DEV0572,STORE025,PROD0316,185,2024-08-02
DEV0573,STORE097,PROD0092,224,2024-06-14
DEV0574,STORE030,PROD0857,207,2024-12-03
DEV0575,STORE004,PROD0753,55,2024-10-05
DEV0576,STORE024,PROD0102,220,2024-04-10
DEV0577,STORE100,PROD0759,235,2024-01-19
DEV0578,STORE084,PROD0363,417,2024-03-21
DEV0579,STORE068,PROD0372,188,2024-03-28
DEV0580,STORE085,PROD0258,314,2024-09-06
DEV0581,STORE095,PROD0237,333,2024-04-30
DEV0582,STORE097,PROD0747,415,2024-03-13
DEV0583,STORE033,PROD0883,419,2024-01-12
DEV0584,STORE067,PROD0292,378,2024-10-24
DEV0585,STORE074,PROD0728,18,2024-10-05
DEV0586,STORE074,PROD0856,127,2024-09-06
DEV0587,STORE081,PROD0694,392,2024-09-09
DEV0588,STORE061,PROD0581,7,2024-08-02
DEV0589,STORE002,PROD0975,185,2024-07-15
DEV0590,STORE036,PROD0337,130,2024-06-23
DEV0591,STORE035,PROD0586,69,2024-12-26
DEV0592,STORE029,PROD0678,397,2024-12-07
DEV0593,STORE043,PROD0237,80,2024-05-02
DEV0594,STORE065,PROD0619,500,2024-02-20
DEV0595,STORE060,PROD0586,63,2024-05-09
DEV0596,STORE076,PROD0222,315,2024-03-31
DEV0597,STORE071,PROD0528,410,2024-05-10
DEV0598,STORE082,PROD0821,117,2024-06-14
DEV0599,STORE055,PROD0352,85,2024-10-28
DEV0600,STORE095,PROD0775,320,2024-01-23
DEV0601,STORE075,PROD0145,32,2024-05-19
DEV0602,STORE004,PROD0095,144,2024-07-06
DEV0603,STORE098,PROD0932,183,2024-08-13
DEV0604,STORE079,PROD0932,187,2024-04-06
DEV0605,STORE047,PROD0864,462,2024-12-23
DEV0606,STORE055,PROD0850,198,2024-06-19
DEV0607,STORE098,PROD0367,177,2024-12-22
DEV0608,STORE034,PROD0131,205,2024-03-21
DEV0609,STORE090,PROD0699,160,2024-10-09
DEV0610,STORE004,PROD0450,431,2024-06-12
DEV0611,STORE035,PROD0013,375,2024-11-30
DEV0612,STORE090,PROD0131,136,2024-12-01
DEV0613,STORE012,PROD0069,357,2024-12-10
DEV0614,STORE083,PROD0473,49,2024-07-03
DEV0615,STORE062,PROD0332,202,2024-02-06
DEV0616,STORE061,PROD0175,322,2024-03-20
DEV0617,STORE049,PROD0511,106,2024-12-26
DEV0618,STORE024,PROD0250,12,2024-10-26
DEV0619,STORE086,PROD0658,419,2024-12-27
DEV0620,STORE002,PROD0282,379,2024-08-31
DEV0621,STORE084,PROD0956,127,2024-02-22
DEV0622,STORE045,PROD0038,260,2024-01-13
DEV0623,STORE038,PROD0889,207,2024-04-22
DEV0624,STORE048,PROD0886,208,2024-07-06
DEV0625,STORE087,PROD0655,329,2024-09-27
DEV0626,STORE007,PROD0341,216,2024-03-15
DEV0627,STORE035,PROD0349,473,2024-07-11
DEV0628,STORE049,PROD0858,203,2024-07-22
DEV0629,STORE058,PROD0433,359,2024-08-19
DEV0630,STORE090,PROD0537,276,2024-08-17
DEV0631,STORE063,PROD0475,112,2024-04-04
DEV0632,STORE015,PROD0911,130,2024-05-24
DEV0633,STORE007,PROD0686,263,2024-12-04
DEV0634,STORE088,PROD0704,243,2024-12-28
DEV0635,STORE072,PROD0361,302,2024-04-10
DEV0636,STORE091,PROD0698,126,2024-12-11
DEV0637,STORE051,PROD0920,89,2024-11-12
DEV0638,STORE069,PROD0692,3,2024-01-22
DEV0639,STORE048,PROD0725,472,2024-08-05
DEV0640,STORE070,PROD0909,315,2024-08-10
DEV0641,STORE090,PROD0334,18,2024-04-22
DEV0642,STORE074,PROD0502,409,2024-12-27
DEV0643,STORE015,PROD0832,176,2024-02-04
DEV0644,STORE059,PROD0585,431,2024-03-20
DEV0645,STORE065,PROD0163,54,2024-09-07
DEV0646,STORE030,PROD0663,387,2024-05-27
DEV0647,STORE021,PROD0219,92,2024-06-10
DEV0648,STORE023,PROD0071,391,2024-12-02
DEV0649,STORE027,PROD0213,322,2024-01-14
DEV0650,STORE080,PROD0315,8,2024-11-09
DEV0651,STORE001,PROD0653,255,2024-01-12
DEV0652,STORE095,PROD0305,140,2024-07-23
DEV0653,STORE037,PROD0811,333,2024-02-20
DEV0654,STORE050,PROD0054,81,2024-07-26
DEV0655,STORE087,PROD0844,326,2024-06-14
DEV0656,STORE040,PROD0661,279,2024-06-09
DEV0657,STORE087,PROD0336,456,2024-01-25
DEV0658,STORE068,PROD0411,350,2024-02-28
DEV0659,STORE023,PROD0285,117,2024-09-13
DEV0660,STORE017,PROD0201,77,2024-12-06
DEV0661,STORE033,PROD0504,295,2024-09-30
DEV0662,STORE070,PROD0596,260,2024-03-30
DEV0663,STORE076,PROD0450,393,2024-10-24
DEV0664,STORE025,PROD0219,146,2024-07-28
DEV0665,STORE071,PROD0642,289,2024-04-14
DEV0666,STORE074,PROD0336,467,2024-05-06
DEV0667,STORE035,PROD0651,143,2024-06-01
DEV0668,STORE049,PROD0725,427,2024-04-01
DEV0669,STORE019,PROD0072,145,2024-02-10
DEV0670,STORE029,PROD0452,326,2024-07-17
DEV0671,STORE099,PROD0624,126,2024-02-28
DEV0672,STORE056,PROD0952,195,2024-03-05
DEV0673,STORE079,PROD0548,261,2024-07-08
DEV0674,STORE080,PROD0193,416,2024-06-02
DEV0675,STORE068,PROD0155,498,2024-08-03
DEV0676,STORE059,PROD0464,79,2024-09-15
DEV0677,STORE008,PROD0605,374,2024-01-31
DEV0678,STORE024,PROD0106,238,2024-02-20
DEV0679,STORE076,PROD0502,497,2024-01-01
DEV0680,STORE047,PROD0319,316,2024-06-02
DEV0681,STORE078,PROD0286,9,2024-10-28
DEV0682,STORE022,PROD0800,348,2024-11-21
DEV0683,STORE005,PROD0621,481,2024-01-27
DEV0684,STORE010,PROD0211,18,2024-09-05
DEV0685,STORE025,PROD0733,341,2024-03-13
DEV0686,STORE090,PROD0218,99,2024-03-18
DEV0687,STORE065,PROD0688,499,2024-04-24
DEV0688,STORE019,PROD0095,467,2024-04-15
DEV0689,STORE088,PROD0962,34,2024-05-20
DEV0690,STORE034,PROD0015,484,2024-10-08
DEV0691,STORE003,PROD0112,363,2024-10-29
DEV0692,STORE038,PROD0874,8,2024-01-21
DEV0693,STORE047,PROD0125,148,2024-04-24
DEV0694,STORE045,PROD0316,471,2024-03-03
DEV0695,STORE005,PROD0669,429,2024-01-07
DEV0696,STORE007,PROD0122,38,2024-09-19
DEV0697,STORE078,PROD0726,149,2024-04-16
DEV0698,STORE039,PROD0531,488,2024-07-03
DEV0699,STORE096,PROD0779,304,2024-05-15
DEV0700,STORE016,PROD0005,476,2024-05-31
DEV0701,STORE088,PROD0340,409,2024-05-14
DEV0702,STORE064,PROD0836,24,2024-06-05
DEV0703,STORE067,PROD0237,77,2024-12-26
DEV0704,STORE028,PROD0212,123,2024-03-07
DEV0705,STORE020,PROD0335,16,2024-05-22
DEV0706,STORE011,PROD0551,30,2024-07-28
DEV0707,STORE087,PROD0012,336,2024-09-11
DEV0708,STORE066,PROD0984,481,2024-03-16
DEV0709,STORE072,PROD0078,162,2024-07-24
DEV0710,STORE035,PROD0118,111,2024-10-14
DEV0711,STORE003,PROD0379,321,2024-05-07
DEV0712,STORE071,PROD0821,319,2024-02-09
DEV0713,STORE020,PROD0610,336,2024-02-14
DEV0714,STORE068,PROD0806,302,2024-08-11
DEV0715,STORE036,PROD0275,103,2024-11-17
DEV0716,STORE048,PROD0090,141,2024-12-19
DEV0717,STORE003,PROD0959,426,2024-01-26
DEV0718,STORE012,PROD0553,84,2024-08-30
DEV0719,STORE096,PROD0018,489,2024-03-18
DEV0720,STORE018,PROD0407,6,2024-08-19
DEV0721,STORE083,PROD0618,482,2024-02-28
DEV0722,STORE097,PROD0529,5,2024-02-24
DEV0723,STORE043,PROD0170,117,2024-08-15
DEV0724,STORE049,PROD0385,54,2024-08-11
DEV0725,STORE019,PROD0690,244,2024-07-28
DEV0726,STORE100,PROD0296,416,2024-08-23
DEV0727,STORE018,PROD0724,26,2024-01-06
DEV0728,STORE100,PROD0249,33,2024-01-23
DEV0729,STORE017,PROD0377,32,2024-10-28
DEV0730,STORE049,PROD0426,360,2024-05-05
DEV0731,STORE008,PROD0360,248,2024-01-28
DEV0732,STORE033,PROD0326,441,2024-02-09
DEV0733,STORE094,PROD0786,175,2024-12-30
DEV0734,STORE093,PROD0935,256,2024-06-06
DEV0735,STORE041,PROD0694,155,2024-06-11
DEV0736,STORE081,PROD0556,261,2024-01-14
DEV0737,STORE096,PROD0636,421,2024-01-02
DEV0738,STORE084,PROD0412,26,2024-07-20
DEV0739,STORE080,PROD0989,413,2024-05-23
DEV0740,STORE081,PROD0668,452,2024-01-17
DEV0741,STORE014,PROD0371,121,2024-10-20
DEV0742,STORE074,PROD0089,382,2024-07-09
DEV0743,STORE048,PROD0142,120,2024-09-05
DEV0744,STORE066,PROD0132,268,2024-07-22
DEV0745,STORE052,PROD0540,365,2024-09-13
DEV0746,STORE015,PROD0144,92,2024-08-18
DEV0747,STORE072,PROD0716,453,2024-02-09
DEV0748,STORE066,PROD0888,198,2024-03-12
DEV0749,STORE081,PROD0032,41,2024-01-19
DEV0750,STORE022,PROD0215,17,2024-12-25
DEV0751,STORE065,PROD0403,9,2024-02-17
DEV0752,STORE074,PROD0055,236,2024-08-17
DEV0753,STORE002,PROD0709,422,2024-05-24
DEV0754,STORE039,PROD0169,228,2024-03-09
DEV0755,STORE048,PROD0183,237,2024-04-04
DEV0756,STORE072,PROD0903,49,2024-12-05
DEV0757,STORE064,PROD0099,323,2024-09-03
DEV0758,STORE044,PROD0120,495,2024-09-13
DEV0759,STORE015,PROD0368,264,2024-11-03
DEV0760,STORE093,PROD0725,498,2024-10-21
DEV0761,STORE061,PROD0076,39,2024-06-01
DEV0762,STORE021,PROD0181,238,2024-12-19
DEV0763,STORE061,PROD0581,336,2024-01-05
DEV0764,STORE032,PROD0537,194,2024-09-19
DEV0765,STORE050,PROD0776,194,2024-08-29
DEV0766,STORE100,PROD0704,29,2024-04-28
DEV0767,STORE057,PROD0861,433,2024-10-15
DEV0768,STORE038,PROD0785,436,2024-10-11
DEV0769,STORE064,PROD0379,28,2024-05-05
DEV0770,STORE092,PROD0073,421,2024-10-23
DEV0771,STORE040,PROD0030,330,2024-04-19
DEV0772,STORE006,PROD0459,179,2024-01-13
DEV0773,STORE005,PROD0828,142,2024-08-05
DEV0774,STORE053,PROD0806,408,2024-11-18
DEV0775,STORE004,PROD0359,309,2024-09-28
DEV0776,STORE038,PROD0986,18,2024-09-08
DEV0777,STORE039,PROD0058,223,2024-12-13
DEV0778,STORE013,PROD0830,299,2024-11-27
DEV0779,STORE034,PROD0317,434,2024-05-03
DEV0780,STORE020,PROD0460,364,2024-07-07
DEV0781,STORE006,PROD0710,70,2024-10-19
DEV0782,STORE014,PROD0088,101,2024-10-18
DEV0783,STORE058,PROD0593,371,2024-11-09
DEV0784,STORE037,PROD0342,217,2024-05-27
DEV0785,STORE066,PROD0256,361,2024-06-11
DEV0786,STORE063,PROD0941,284,2024-08-01
DEV0787,STORE078,PROD0850,384,2024-05-02
DEV0788,STORE020,PROD0718,70,2024-07-09
DEV0789,STORE089,PROD0554,13,2024-09-12
DEV0790,STORE081,PROD0702,35,2024-07-04
DEV0791,STORE068,PROD0838,486,2024-01-22
DEV0792,STORE018,PROD0075,412,2024-06-26
DEV0793,STORE026,PROD0455,130,2024-11-05
DEV0794,STORE074,PROD0073,103,2024-03-24
DEV0795,STORE092,PROD0926,47,2024-01-25
DEV0796,STORE030,PROD0503,37,2024-03-20
DEV0797,STORE026,PROD0168,497,2024-12-21
DEV0798,STORE055,PROD0393,401,2024-11-27
DEV0799,STORE053,PROD0845,212,2024-05-20
DEV0800,STORE077,PROD0031,344,2024-11-09
DEV0801,STORE022,PROD0462,136,2024-12-19
DEV0802,STORE009,PROD0107,163,2024-10-27
DEV0803,STORE039,PROD0668,299,2024-11-11
DEV0804,STORE050,PROD0512,275,2024-06-13
DEV0805,STORE036,PROD0807,193,2024-08-29
DEV0806,STORE042,PROD0627,29,2024-01-24
DEV0807,STORE005,PROD0951,481,2024-02-07
DEV0808,STORE100,PROD0562,395,2024-01-05
DEV0809,STORE098,PROD0570,241,2024-12-15
DEV0810,STORE023,PROD0221,27,2024-06-11
DEV0811,STORE017,PROD0722,400,2024-11-26
DEV0812,STORE065,PROD0572,317,2024-11-25
DEV0813,STORE024,PROD0935,233,2024-01-07
DEV0814,STORE092,PROD0980,46,2024-02-09
DEV0815,STORE048,PROD0313,80,2024-04-04
DEV0816,STORE041,PROD0874,261,2024-01-29
DEV0817,STORE064,PROD0304,35,2024-01-30
DEV0818,STORE006,PROD0803,184,2024-01-03
DEV0819,STORE068,PROD0344,409,2024-12-21
DEV0820,STORE088,PROD0510,61,2024-08-01
DEV0821,STORE068,PROD0137,292,2024-12-12
DEV0822,STORE084,PROD0139,407,2024-06-09
DEV0823,STORE024,PROD0034,404,2024-01-08
DEV0824,STORE087,PROD0033,21,2024-06-04
DEV0825,STORE094,PROD0714,107,2024-08-28
DEV0826,STORE052,PROD0260,254,2024-12-06
DEV0827,STORE023,PROD0285,123,2024-09-11
DEV0828,STORE015,PROD0184,148,2024-09-25
DEV0829,STORE021,PROD0630,82,2024-10-07
DEV0830,STORE083,PROD0002,463,2024-11-05
DEV0831,STORE086,PROD0671,139,2024-01-04
DEV0832,STORE059,PROD0795,182,2024-09-19
DEV0833,STORE020,PROD0992,285,2024-06-23
DEV0834,STORE060,PROD0690,397,2024-05-07
DEV0835,STORE061,PROD0612,225,2024-10-06
DEV0836,STORE022,PROD0844,415,2024-03-07
DEV0837,STORE032,PROD0992,87,2024-10-06
DEV0838,STORE016,PROD0173,14,2024-12-02
DEV0839,STORE012,PROD0963,140,2024-04-18
DEV0840,STORE023,PROD0332,413,2024-04-01
DEV0841,STORE049,PROD0089,258,2024-06-05
DEV0842,STORE065,PROD0421,474,2024-10-30
DEV0843,STORE052,PROD0561,269,2024-11-22
DEV0844,STORE055,PROD0581,50,2024-04-02
DEV0845,STORE018,PROD0012,326,2024-03-10
DEV0846,STORE051,PROD0035,249,2024-10-07
DEV0847,STORE020,PROD0133,464,2024-09-12
DEV0848,STORE100,PROD0255,146,2024-01-31
DEV0849,STORE030,PROD0288,425,2024-05-08
DEV0850,STORE013,PROD0738,13,2024-11-05
DEV0851,STORE071,PROD0554,60,2024-04-23
DEV0852,STORE003,PROD0841,489,2024-12-26
DEV0853,STORE068,PROD0300,468,2024-08-19
DEV0854,STORE037,PROD0358,100,2024-02-15
DEV0855,STORE046,PROD0065,444,2024-12-05
DEV0856,STORE013,PROD0339,45,2024-07-03
DEV0857,STORE018,PROD0856,410,2024-11-18
DEV0858,STORE099,PROD0831,441,2024-05-26
DEV0859,STORE062,PROD0995,0,2024-03-28
DEV0860,STORE071,PROD0248,315,2024-04-30
DEV0861,STORE048,PROD0445,15,2024-09-18
DEV0862,STORE054,PROD0005,397,2024-11-18
DEV0863,STORE097,PROD0638,395,2024-02-22
DEV0864,STORE054,PROD0035,322,2024-10-18
DEV0865,STORE062,PROD0480,418,2024-05-31
DEV0866,STORE026,PROD0584,82,2024-03-18
DEV0867,STORE036,PROD0727,366,2024-09-13
DEV0868,STORE014,PROD0877,46,2024-02-10
DEV0869,STORE064,PROD0281,317,2024-07-22
DEV0870,STORE072,PROD0326,373,2024-10-12
DEV0871,STORE023,PROD0972,199,2024-06-27
DEV0872,STORE055,PROD0301,394,2024-03-03
DEV0873,STORE080,PROD0786,70,2024-03-05
DEV0874,STORE038,PROD0616,485,2024-01-16
DEV0875,STORE061,PROD0180,5,2024-07-11
DEV0876,STORE073,PROD0803,464,2024-07-26
DEV0877,STORE065,PROD0923,237,2024-08-05
DEV0878,STORE057,PROD0314,387,2024-11-07
DEV0879,STORE020,PROD0938,49,2024-07-02
DEV0880,STORE009,PROD0283,129,2024-07-29
DEV0881,STORE039,PROD0955,236,2024-03-24
DEV0882,STORE061,PROD0899,240,2024-11-19
DEV0883,STORE015,PROD0421,495,2024-08-31
DEV0884,STORE055,PROD0883,225,2024-12-01
DEV0885,STORE056,PROD0130,257,2024-07-26
DEV0886,STORE041,PROD0120,351,2024-01-13
DEV0887,STORE007,PROD0991,332,2024-06-18
DEV0888,STORE051,PROD0565,37,2024-06-19
DEV0889,STORE022,PROD0829,159,2024-05-29
DEV0890,STORE005,PROD0026,463,2024-03-04
DEV0891,STORE037,PROD0310,135,2024-10-30
DEV0892,STORE093,PROD0036,38,2024-09-27
DEV0893,STORE062,PROD0104,185,2024-09-04
DEV0894,STORE002,PROD0959,3,2024-08-24
DEV0895,STORE008,PROD0569,172,2024-05-17
DEV0896,STORE029,PROD0272,171,2024-09-15
DEV0897,STORE051,PROD0309,145,2024-07-14
DEV0898,STORE018,PROD0036,254,2024-02-25
DEV0899,STORE066,PROD0583,75,2024-10-31
DEV0900,STORE024,PROD0427,177,2024-11-10
DEV0901,STORE049,PROD0655,101,2024-11-03
DEV0902,STORE003,PROD0725,113,2024-07-03
DEV0903,STORE076,PROD0878,214,2024-10-07
DEV0904,STORE085,PROD0505,244,2024-08-01
DEV0905,STORE005,PROD0561,11,2024-09-26
DEV0906,STORE052,PROD0972,491,2024-05-28
DEV0907,STORE074,PROD0233,424,2024-02-22
DEV0908,STORE059,PROD0460,58,2024-07-30
DEV0909,STORE046,PROD0654,481,2024-01-25
DEV0910,STORE046,PROD0432,272,2024-06-19
DEV0911,STORE076,PROD0789,389,2024-04-17
DEV0912,STORE038,PROD0605,347,2024-06-01
DEV0913,STORE073,PROD0869,66,2024-02-23
DEV0914,STORE058,PROD0546,81,2024-10-07
DEV0915,STORE047,PROD0272,38,2024-03-24
DEV0916,STORE068,PROD0266,183,2024-07-27
DEV0917,STORE015,PROD0113,82,2024-09-22
DEV0918,STORE076,PROD0054,131,2024-09-08
DEV0919,STORE058,PROD0509,445,2024-12-14
DEV0920,STORE059,PROD0579,136,2024-01-05
DEV0921,STORE021,PROD0127,79,2024-09-04
DEV0922,STORE090,PROD0713,66,2024-04-28
DEV0923,STORE083,PROD0630,113,2024-04-02
DEV0924,STORE078,PROD0913,457,2024-06-11
DEV0925,STORE034,PROD0185,470,2024-03-25
DEV0926,STORE062,PROD0456,205,2024-09-28
DEV0927,STORE066,PROD0360,323,2024-11-20
DEV0928,STORE053,PROD0042,20,2024-10-06
DEV0929,STORE078,PROD0538,7,2024-03-28
DEV0930,STORE100,PROD0663,181,2024-08-16
DEV0931,STORE055,PROD0639,284,2024-09-01
DEV0932,STORE004,PROD0536,305,2024-07-22
DEV0933,STORE082,PROD0438,76,2024-03-17
DEV0934,STORE078,PROD0233,440,2024-03-30
DEV0935,STORE056,PROD0110,400,2024-05-31
DEV0936,STORE096,PROD0247,73,2024-10-10
DEV0937,STORE085,PROD0094,26,2024-04-05
DEV0938,STORE074,PROD0169,77,2024-06-13
DEV0939,STORE024,PROD0371,57,2024-04-24
DEV0940,STORE061,PROD0019,383,2024-07-23
DEV0941,STORE034,PROD0163,298,2024-12-17
DEV0942,STORE077,PROD0860,486,2024-10-25
DEV0943,STORE001,PROD0637,152,2024-06-04
DEV0944,STORE083,PROD0543,271,2024-10-21
DEV0945,STORE088,PROD0728,189,2024-11-03
DEV0946,STORE072,PROD0798,236,2024-08-29
DEV0947,STORE092,PROD0611,199,2024-10-23
DEV0948,STORE056,PROD0703,25,2024-06-16
DEV0949,STORE059,PROD0226,173,2024-05-09
DEV0950,STORE037,PROD0514,187,2024-08-16
DEV0951,STORE017,PROD0102,245,2024-01-07
DEV0952,STORE013,PROD0505,395,2024-10-16
DEV0953,STORE023,PROD0487,134,2024-02-02
DEV0954,STORE034,PROD0310,56,2024-02-08
DEV0955,STORE036,PROD0511,342,2024-08-08
DEV0956,STORE077,PROD0281,123,2024-09-23
DEV0957,STORE064,PROD0010,191,2024-07-20
DEV0958,STORE021,PROD0472,325,2024-01-24
DEV0959,STORE017,PROD0160,492,2024-04-22
DEV0960,STORE049,PROD0628,202,2024-06-19
DEV0961,STORE099,PROD0976,464,2024-07-18
DEV0962,STORE077,PROD0079,398,2024-10-28
DEV0963,STORE077,PROD0943,74,2024-03-30
DEV0964,STORE095,PROD0737,278,2024-07-03
DEV0965,STORE066,PROD0867,449,2024-01-02
DEV0966,STORE065,PROD0221,204,2024-01-29
DEV0967,STORE069,PROD0395,383,2024-03-18
DEV0968,STORE025,PROD0588,255,2024-11-22
DEV0969,STORE045,PROD0939,230,2024-12-09
DEV0970,STORE044,PROD0891,258,2024-09-11
DEV0971,STORE065,PROD0494,98,2024-07-29
DEV0972,STORE058,PROD0264,255,2024-06-24
DEV0973,STORE036,PROD0219,422,2024-02-14
DEV0974,STORE026,PROD0347,475,2024-03-23
DEV0975,STORE066,PROD0172,272,2024-10-08
DEV0976,STORE025,PROD0061,500,2024-12-24
DEV0977,STORE065,PROD0169,54,2024-10-28
DEV0978,STORE098,PROD0991,325,2024-11-10
DEV0979,STORE051,PROD0476,243,2024-06-13
DEV0980,STORE072,PROD0592,467,2024-08-20
DEV0981,STORE012,PROD0908,216,2024-08-21
DEV0982,STORE073,PROD0063,388,2024-05-04
DEV0983,STORE036,PROD0330,2,2024-05-01
DEV0984,STORE009,PROD0675,440,2024-03-13
DEV0985,STORE060,PROD0875,166,2024-11-05
DEV0986,STORE071,PROD0791,159,2024-12-12
DEV0987,STORE005,PROD0956,95,2024-05-05
DEV0988,STORE007,PROD0087,239,2024-12-20
DEV0989,STORE079,PROD0561,179,2024-02-18
DEV0990,STORE045,PROD0703,442,2024-10-29
DEV0991,STORE036,PROD0722,351,2024-08-08
DEV0992,STORE068,PROD0042,217,2024-06-05
DEV0993,STORE030,PROD0960,51,2024-05-11
DEV0994,STORE076,PROD0649,85,2024-03-28
DEV0995,STORE033,PROD0399,371,2024-07-11
DEV0996,STORE022,PROD0720,89,2024-07-20
DEV0997,STORE001,PROD0722,237,2024-10-29
DEV0998,STORE055,PROD0794,169,2024-10-29
DEV0999,STORE100,PROD0450,33,2024-06-06
DEV1000,STORE094,PROD0544,234,2024-03-13
